"area","date","municipality","use","stratum","consumption"
"R",2013-11-30,"POLICARPA","Residencial 2",2,1716.177
"R",2013-11-30,"EL ROSARIO","Residencial 2",2,1765.342
"U",2013-11-30,"POLICARPA","Comercial",0,1801.914
"U",2013-11-30,"ROBERTO PAYAN","Oficial",0,2249.062
"R",2013-11-30,"LEIVA","Especial",0,2305.092
"U",2013-11-30,"EL ROSARIO","Oficial",0,2465.131
"R",2013-11-30,"ROBERTO PAYAN","Residencial 1",1,3450.992
"U",2013-11-30,"LEIVA","Oficial",0,3681.547
"U",2013-11-30,"EL ROSARIO","Comercial",0,3785.597
"U",2013-11-30,"POLICARPA","Especial",0,4150.593
"R",2013-11-30,"EL ROSARIO","Especial",0,4198.244
"R",2013-11-30,"POLICARPA","Especial",0,4406.561
"U",2013-11-30,"LEIVA","Especial",0,6061.201
"U",2013-11-30,"CUMBITARA","Residencial 2",2,6670.378
"U",2013-11-30,"POLICARPA","Residencial 2",2,7071.904
"U",2013-11-30,"LEIVA","Residencial 2",2,7291.427
"R",2013-11-30,"ROBERTO PAYAN","Residencial Sub",1,8094.225
"U",2013-11-30,"CUMBITARA","Residencial 1",1,8939.96
"U",2013-11-30,"BARBACOAS","Oficial",0,9455.405
"U",2013-11-30,"EL ROSARIO","Especial",0,9933.268
"U",2013-11-30,"MAGUI","Residencial 1",1,15575.087
"U",2013-11-30,"EL ROSARIO","Residencial 2",2,16654.287
"U",2013-11-30,"ROBERTO PAYAN","Residencial 1",1,16846.248
"R",2013-11-30,"CUMBITARA","Residencial 1",1,19710.114
"U",2013-11-30,"MAGUI","Residencial Sub",1,19914.859
"R",2013-11-30,"MAGUI","Residencial Sub",1,20823.725
"U",2013-11-30,"ROBERTO PAYAN","Residencial Sub",1,22236.418
"U",2013-11-30,"BARBACOAS","Residencial 2",2,23634.976
"U",2013-11-30,"BARBACOAS","Comercial",0,31106.226
"U",2013-11-30,"EL ROSARIO","Residencial 1",1,47720.41
"R",2013-11-30,"BARBACOAS","Residencial 1",1,55501.792
"R",2013-11-30,"LEIVA","Residencial 1",1,67707.898
"U",2013-11-30,"POLICARPA","Residencial 1",1,74054.83
"U",2013-11-30,"LEIVA","Residencial 1",1,119456.96
"R",2013-11-30,"EL ROSARIO","Residencial 1",1,122892.27
"U",2013-11-30,"BARBACOAS","Residencial 1",1,127023.82
"R",2013-11-30,"POLICARPA","Residencial 1",1,130784.34
"U",2013-12-31,"CUMBITARA","Residencial 3",3,89.207
"R",2013-12-31,"POLICARPA","Oficial",0,153.449
"R",2013-12-31,"LEIVA","Comercial",0,163.657
"R",2013-12-31,"MAGUI","Oficial",0,169.521
"U",2013-12-31,"CUMBITARA","Comercial",0,218.607
"U",2013-12-31,"MAGUI","Comercial",0,226.937
"R",2013-12-31,"POLICARPA","Comercial",0,252.908
"U",2013-12-31,"POLICARPA","Residencial 3",3,352.365
"U",2013-12-31,"BARBACOAS","Residencial Sub",1,356.896
"U",2013-12-31,"BARBACOAS","Residencial 3",3,474.215
"U",2013-12-31,"CUMBITARA","Oficial",0,537.31
"U",2013-12-31,"BARBACOAS","Especial",0,581.655
"R",2013-12-31,"CUMBITARA","Especial",0,586.712
"R",2013-12-31,"CUMBITARA","Oficial",0,600.924
"R",2013-12-31,"BARBACOAS","Especial",0,640.965
"R",2013-12-31,"CUMBITARA","Residencial 2",2,641.06
"U",2013-12-31,"CUMBITARA","Especial",0,646.017
"R",2013-12-31,"BARBACOAS","Residencial 2",2,650.811
"U",2013-12-31,"LEIVA","Comercial",0,920.571
"U",2013-12-31,"MAGUI","Oficial",0,1107.606
"R",2013-12-31,"LEIVA","Residencial 2",2,1268.342
"U",2013-12-31,"POLICARPA","Oficial",0,1416.563
"R",2013-12-31,"CUMBITARA","Comercial",0,1471.43
"U",2013-12-31,"POLICARPA","Comercial",0,1717.778
"R",2013-12-31,"POLICARPA","Residencial 2",2,1919.336
"R",2013-12-31,"BARBACOAS","Comercial",0,1932.73
"R",2013-12-31,"LEIVA","Especial",0,2059.354
"U",2013-12-31,"BARBACOAS","Industrial",0,2163.484
"R",2013-12-31,"EL ROSARIO","Residencial 2",2,2275.408
"U",2013-12-31,"EL ROSARIO","Oficial",0,2993.318
"R",2013-12-31,"BARBACOAS","Oficial",0,3299.255
"R",2013-12-31,"EL ROSARIO","Especial",0,3542.399
"U",2013-12-31,"EL ROSARIO","Comercial",0,3581.436
"U",2013-12-31,"LEIVA","Oficial",0,3920.953
"U",2013-12-31,"POLICARPA","Especial",0,4045.088
"U",2013-12-31,"ROBERTO PAYAN","Oficial",0,4291.568
"R",2013-12-31,"POLICARPA","Especial",0,4497.112
"R",2013-12-31,"ROBERTO PAYAN","Residencial 1",1,4744.599
"U",2013-12-31,"POLICARPA","Residencial 2",2,6088.235
"U",2013-12-31,"CUMBITARA","Residencial 2",2,6920.921
"U",2013-12-31,"LEIVA","Residencial 2",2,7088.406
"U",2013-12-31,"CUMBITARA","Residencial 1",1,9020.872
"U",2013-12-31,"EL ROSARIO","Especial",0,9540.167
"R",2013-12-31,"ROBERTO PAYAN","Residencial Sub",1,11932.578
"U",2013-12-31,"EL ROSARIO","Residencial 2",2,16118.266
"U",2013-12-31,"BARBACOAS","Oficial",0,16602.773
"R",2013-12-31,"CUMBITARA","Residencial 1",1,20093.753
"U",2013-12-31,"MAGUI","Residencial 1",1,20618.932
"U",2013-12-31,"ROBERTO PAYAN","Residencial 1",1,28302.725
"U",2013-12-31,"MAGUI","Residencial Sub",1,33046.999
"R",2013-12-31,"MAGUI","Residencial Sub",1,33337.464
"U",2013-12-31,"BARBACOAS","Residencial 2",2,40027.356
"U",2013-12-31,"BARBACOAS","Comercial",0,41541.495
"U",2013-12-31,"ROBERTO PAYAN","Residencial Sub",1,42219.603
"U",2013-12-31,"EL ROSARIO","Residencial 1",1,49687.947
"R",2013-12-31,"LEIVA","Residencial 1",1,60333.444
"U",2013-12-31,"POLICARPA","Residencial 1",1,71194.254
"R",2013-12-31,"BARBACOAS","Residencial 1",1,96465.228
"U",2013-12-31,"LEIVA","Residencial 1",1,117340.39
"R",2013-12-31,"EL ROSARIO","Residencial 1",1,120876
"R",2013-12-31,"POLICARPA","Residencial 1",1,132705.55
"U",2013-12-31,"BARBACOAS","Residencial 1",1,218490.35
"R",2014-01-31,"POLICARPA","Residencial 1",1,2.502
"U",2014-01-31,"CUMBITARA","Residencial 3",3,123.6
"R",2014-01-31,"POLICARPA","Oficial",0,156.692
"U",2014-01-31,"BARBACOAS","Especial",0,162.345
"R",2014-01-31,"MAGUI","Oficial",0,178.233
"U",2014-01-31,"MAGUI","Comercial",0,192.864
"U",2014-01-31,"CUMBITARA","Comercial",0,225.204
"R",2014-01-31,"POLICARPA","Comercial",0,235.697
"U",2014-01-31,"BARBACOAS","Residencial Sub",1,269.642
"U",2014-01-31,"POLICARPA","Residencial 3",3,300.217
"U",2014-01-31,"BARBACOAS","Residencial 3",3,388.136
"R",2014-01-31,"CUMBITARA","Especial",0,474.904
"R",2014-01-31,"BARBACOAS","Especial",0,489.154
"R",2014-01-31,"BARBACOAS","Residencial 2",2,515.026
"U",2014-01-31,"CUMBITARA","Oficial",0,594.432
"R",2014-01-31,"CUMBITARA","Oficial",0,635.283
"U",2014-01-31,"CUMBITARA","Especial",0,666.183
"R",2014-01-31,"LEIVA","Comercial",0,789.223
"R",2014-01-31,"CUMBITARA","Residencial 2",2,829.585
"R",2014-01-31,"BARBACOAS","Comercial",0,942.753
"U",2014-01-31,"MAGUI","Oficial",0,1203.341
"R",2014-01-31,"LEIVA","Residencial 2",2,1382.096
"U",2014-01-31,"BARBACOAS","Industrial",0,1411.685
"R",2014-01-31,"CUMBITARA","Comercial",0,1562.7
"U",2014-01-31,"POLICARPA","Oficial",0,1593.259
"U",2014-01-31,"POLICARPA","Comercial",0,1630.26
"U",2014-01-31,"LEIVA","Comercial",0,1838.154
"R",2014-01-31,"POLICARPA","Residencial 2",2,1964.765
"R",2014-01-31,"LEIVA","Especial",0,2168.883
"R",2014-01-31,"EL ROSARIO","Residencial 2",2,2195.294
"R",2014-01-31,"BARBACOAS","Oficial",0,3013.064
"U",2014-01-31,"EL ROSARIO","Oficial",0,3450.515
"U",2014-01-31,"EL ROSARIO","Comercial",0,3516.395
"R",2014-01-31,"EL ROSARIO","Especial",0,3627.569
"U",2014-01-31,"LEIVA","Oficial",0,3641.493
"U",2014-01-31,"POLICARPA","Especial",0,3727.217
"R",2014-01-31,"POLICARPA","Especial",0,3748.608
"U",2014-01-31,"ROBERTO PAYAN","Oficial",0,4953.5
"U",2014-01-31,"LEIVA","Especial",0,5333.082
"R",2014-01-31,"ROBERTO PAYAN","Residencial 1",1,5688.675
"U",2014-01-31,"POLICARPA","Residencial 2",2,5780.288
"U",2014-01-31,"LEIVA","Residencial 2",2,6332.58
"U",2014-01-31,"CUMBITARA","Residencial 2",2,7687.659
"U",2014-01-31,"EL ROSARIO","Especial",0,9267.061
"U",2014-01-31,"CUMBITARA","Residencial 1",1,10037.696
"U",2014-01-31,"BARBACOAS","Oficial",0,13602.242
"R",2014-01-31,"ROBERTO PAYAN","Residencial Sub",1,15913.664
"U",2014-01-31,"EL ROSARIO","Residencial 2",2,17876.435
"R",2014-01-31,"CUMBITARA","Residencial 1",1,22619.48
"U",2014-01-31,"MAGUI","Residencial 1",1,25111.224
"U",2014-01-31,"ROBERTO PAYAN","Residencial 1",1,27588.67
"U",2014-01-31,"BARBACOAS","Comercial",0,28962.002
"U",2014-01-31,"BARBACOAS","Residencial 2",2,32042.982
"U",2014-01-31,"MAGUI","Residencial Sub",1,36823.298
"R",2014-01-31,"MAGUI","Residencial Sub",1,37660.296
"U",2014-01-31,"ROBERTO PAYAN","Residencial Sub",1,47434.07
"U",2014-01-31,"EL ROSARIO","Residencial 1",1,51650.361
"R",2014-01-31,"LEIVA","Residencial 1",1,65583.522
"U",2014-01-31,"POLICARPA","Residencial 1",1,70425.937
"R",2014-01-31,"BARBACOAS","Residencial 1",1,94915.084
"U",2014-01-31,"LEIVA","Residencial 1",1,121486.84
"R",2014-01-31,"EL ROSARIO","Residencial 1",1,124541.47
"R",2014-01-31,"POLICARPA","Residencial 1",1,126608.57
"U",2014-01-31,"BARBACOAS","Residencial 1",1,204783.63
"U",2014-02-28,"CUMBITARA","Residencial 3",3,75.744
"R",2014-02-28,"MAGUI","Oficial",0,102.647
"U",2014-02-28,"MAGUI","Comercial",0,104.297
"R",2014-02-28,"POLICARPA","Comercial",0,146.186
"U",2014-02-28,"BARBACOAS","Residencial Sub",1,158.22
"R",2014-02-28,"POLICARPA","Oficial",0,162.133
"R",2014-02-28,"CUMBITARA","Especial",0,279.571
"U",2014-02-28,"BARBACOAS","Residencial 3",3,298.921
"R",2014-02-28,"BARBACOAS","Especial",0,302.901
"U",2014-02-28,"POLICARPA","Residencial 3",3,324.266
"U",2014-02-28,"CUMBITARA","Comercial",0,325.613
"R",2014-02-28,"BARBACOAS","Residencial 2",2,377.261
"U",2014-02-28,"CUMBITARA","Oficial",0,434.573
"U",2014-02-28,"CUMBITARA","Especial",0,441.841
"R",2014-02-28,"CUMBITARA","Oficial",0,503.654
"U",2014-02-28,"BARBACOAS","Industrial",0,585.266
"U",2014-02-28,"MAGUI","Oficial",0,693.019
"R",2014-02-28,"CUMBITARA","Residencial 2",2,704.332
"R",2014-02-28,"LEIVA","Comercial",0,819.247
"R",2014-02-28,"BARBACOAS","Comercial",0,1033.963
"R",2014-02-28,"CUMBITARA","Comercial",0,1128.238
"R",2014-02-28,"LEIVA","Residencial 2",2,1157.436
"U",2014-02-28,"POLICARPA","Oficial",0,1386.103
"R",2014-02-28,"BARBACOAS","Oficial",0,1495.764
"U",2014-02-28,"POLICARPA","Comercial",0,1507.04
"R",2014-02-28,"POLICARPA","Residencial 2",2,1570.149
"U",2014-02-28,"LEIVA","Comercial",0,1784.8
"R",2014-02-28,"LEIVA","Especial",0,1905.575
"U",2014-02-28,"EL ROSARIO","Oficial",0,2500.303
"R",2014-02-28,"ROBERTO PAYAN","Residencial 1",1,2657.481
"R",2014-02-28,"POLICARPA","Especial",0,2855.853
"U",2014-02-28,"ROBERTO PAYAN","Oficial",0,2939.106
"U",2014-02-28,"EL ROSARIO","Comercial",0,3065.007
"R",2014-02-28,"EL ROSARIO","Especial",0,3102.161
"R",2014-02-28,"EL ROSARIO","Residencial 2",2,3122.542
"U",2014-02-28,"POLICARPA","Especial",0,3142.5
"U",2014-02-28,"LEIVA","Oficial",0,3267.659
"U",2014-02-28,"LEIVA","Especial",0,4803.861
"U",2014-02-28,"CUMBITARA","Residencial 2",2,5787.052
"U",2014-02-28,"POLICARPA","Residencial 2",2,6052.297
"U",2014-02-28,"LEIVA","Residencial 2",2,6079.056
"U",2014-02-28,"CUMBITARA","Residencial 1",1,7808.169
"R",2014-02-28,"ROBERTO PAYAN","Residencial Sub",1,8182.613
"U",2014-02-28,"BARBACOAS","Oficial",0,8270.982
"U",2014-02-28,"EL ROSARIO","Especial",0,8368.846
"U",2014-02-28,"EL ROSARIO","Residencial 2",2,15120.708
"U",2014-02-28,"MAGUI","Residencial 1",1,15433.154
"U",2014-02-28,"ROBERTO PAYAN","Residencial 1",1,17309.789
"R",2014-02-28,"CUMBITARA","Residencial 1",1,19029.94
"R",2014-02-28,"MAGUI","Residencial Sub",1,23018.388
"U",2014-02-28,"BARBACOAS","Residencial 2",2,23346.256
"U",2014-02-28,"MAGUI","Residencial Sub",1,23493.122
"U",2014-02-28,"BARBACOAS","Comercial",0,24791.642
"U",2014-02-28,"ROBERTO PAYAN","Residencial Sub",1,28077.78
"U",2014-02-28,"EL ROSARIO","Residencial 1",1,49848.799
"R",2014-02-28,"BARBACOAS","Residencial 1",1,61501.118
"U",2014-02-28,"POLICARPA","Residencial 1",1,69128.614
"R",2014-02-28,"LEIVA","Residencial 1",1,69959.996
"U",2014-02-28,"LEIVA","Residencial 1",1,112295.13
"R",2014-02-28,"EL ROSARIO","Residencial 1",1,126498.58
"R",2014-02-28,"POLICARPA","Residencial 1",1,128112.26
"U",2014-02-28,"BARBACOAS","Residencial 1",1,151026.11
"R",2014-03-31,"POLICARPA","Residencial 1",1,21.802
"U",2014-03-31,"CUMBITARA","Residencial 3",3,56.286
"R",2014-03-31,"MAGUI","Oficial",0,122.656
"U",2014-03-31,"MAGUI","Comercial",0,139.907
"R",2014-03-31,"POLICARPA","Comercial",0,155.335
"R",2014-03-31,"POLICARPA","Oficial",0,156.698
"U",2014-03-31,"BARBACOAS","Residencial Sub",1,163.313
"U",2014-03-31,"CUMBITARA","Comercial",0,208.202
"U",2014-03-31,"BARBACOAS","Residencial 3",3,235.646
"R",2014-03-31,"CUMBITARA","Especial",0,249.27
"R",2014-03-31,"BARBACOAS","Especial",0,293.591
"U",2014-03-31,"CUMBITARA","Oficial",0,301.733
"U",2014-03-31,"CUMBITARA","Especial",0,328.529
"U",2014-03-31,"POLICARPA","Residencial 3",3,335.198
"R",2014-03-31,"CUMBITARA","Oficial",0,343.749
"R",2014-03-31,"CUMBITARA","Residencial 2",2,366.436
"R",2014-03-31,"BARBACOAS","Residencial 2",2,539.439
"U",2014-03-31,"BARBACOAS","Industrial",0,574.501
"R",2014-03-31,"LEIVA","Comercial",0,622.195
"U",2014-03-31,"MAGUI","Oficial",0,747.973
"R",2014-03-31,"BARBACOAS","Comercial",0,758.768
"R",2014-03-31,"CUMBITARA","Comercial",0,843.549
"R",2014-03-31,"LEIVA","Residencial 2",2,1326.565
"R",2014-03-31,"POLICARPA","Residencial 2",2,1450.979
"R",2014-03-31,"BARBACOAS","Oficial",0,1524.385
"U",2014-03-31,"POLICARPA","Comercial",0,1581.97
"U",2014-03-31,"POLICARPA","Oficial",0,1768.644
"R",2014-03-31,"LEIVA","Especial",0,1911.707
"U",2014-03-31,"LEIVA","Comercial",0,2078.891
"U",2014-03-31,"ROBERTO PAYAN","Oficial",0,2380.83
"U",2014-03-31,"EL ROSARIO","Oficial",0,2982.754
"U",2014-03-31,"EL ROSARIO","Comercial",0,3421.775
"R",2014-03-31,"EL ROSARIO","Residencial 2",2,3529.377
"R",2014-03-31,"EL ROSARIO","Especial",0,3529.378
"R",2014-03-31,"POLICARPA","Especial",0,3881.686
"U",2014-03-31,"CUMBITARA","Residencial 2",2,3906.843
"U",2014-03-31,"LEIVA","Oficial",0,4245.009
"R",2014-03-31,"ROBERTO PAYAN","Residencial 1",1,4301.521
"U",2014-03-31,"POLICARPA","Especial",0,4329.953
"U",2014-03-31,"CUMBITARA","Residencial 1",1,5250.683
"U",2014-03-31,"LEIVA","Especial",0,5370.772
"U",2014-03-31,"LEIVA","Residencial 2",2,6676.438
"U",2014-03-31,"POLICARPA","Residencial 2",2,7065.589
"U",2014-03-31,"EL ROSARIO","Especial",0,9336.106
"R",2014-03-31,"ROBERTO PAYAN","Residencial Sub",1,11168.743
"U",2014-03-31,"BARBACOAS","Oficial",0,11289.173
"R",2014-03-31,"CUMBITARA","Residencial 1",1,12405.809
"U",2014-03-31,"MAGUI","Residencial 1",1,17899.088
"U",2014-03-31,"BARBACOAS","Comercial",0,18941.888
"U",2014-03-31,"EL ROSARIO","Residencial 2",2,19895.792
"U",2014-03-31,"BARBACOAS","Residencial 2",2,19982.478
"U",2014-03-31,"ROBERTO PAYAN","Residencial 1",1,20989.114
"R",2014-03-31,"MAGUI","Residencial Sub",1,23298.937
"U",2014-03-31,"MAGUI","Residencial Sub",1,23783.36
"U",2014-03-31,"ROBERTO PAYAN","Residencial Sub",1,27532.384
"U",2014-03-31,"EL ROSARIO","Residencial 1",1,54652.823
"R",2014-03-31,"BARBACOAS","Residencial 1",1,68390.122
"R",2014-03-31,"LEIVA","Residencial 1",1,68855.829
"U",2014-03-31,"POLICARPA","Residencial 1",1,72598.204
"U",2014-03-31,"LEIVA","Residencial 1",1,122823.52
"R",2014-03-31,"EL ROSARIO","Residencial 1",1,127371.65
"R",2014-03-31,"POLICARPA","Residencial 1",1,135336.93
"U",2014-03-31,"BARBACOAS","Residencial 1",1,138700.6
"R",2014-04-30,"POLICARPA","Residencial 1",1,23.109
"U",2014-04-30,"CUMBITARA","Residencial 3",3,61.849
"R",2014-04-30,"POLICARPA","Oficial",0,173.321
"U",2014-04-30,"MAGUI","Comercial",0,175.796
"U",2014-04-30,"CUMBITARA","Comercial",0,216.875
"R",2014-04-30,"POLICARPA","Comercial",0,261.425
"U",2014-04-30,"POLICARPA","Residencial 3",3,300.423
"R",2014-04-30,"MAGUI","Oficial",0,309.956
"U",2014-04-30,"BARBACOAS","Residencial 3",3,318.238
"R",2014-04-30,"BARBACOAS","Especial",0,355.355
"U",2014-04-30,"CUMBITARA","Oficial",0,382.744
"R",2014-04-30,"LEIVA","Comercial",0,395.841
"R",2014-04-30,"CUMBITARA","Oficial",0,445.799
"U",2014-04-30,"CUMBITARA","Especial",0,447.002
"R",2014-04-30,"CUMBITARA","Residencial 2",2,478.328
"R",2014-04-30,"BARBACOAS","Residencial 2",2,535.225
"R",2014-04-30,"BARBACOAS","Comercial",0,545.759
"R",2014-04-30,"CUMBITARA","Especial",0,565.879
"U",2014-04-30,"BARBACOAS","Industrial",0,1049.248
"R",2014-04-30,"LEIVA","Residencial 2",2,1462.185
"R",2014-04-30,"POLICARPA","Residencial 2",2,1562.123
"U",2014-04-30,"MAGUI","Especial",0,1586.791
"R",2014-04-30,"CUMBITARA","Comercial",0,1596.358
"U",2014-04-30,"POLICARPA","Comercial",0,1601.771
"U",2014-04-30,"POLICARPA","Oficial",0,1750.538
"R",2014-04-30,"LEIVA","Especial",0,1876.724
"U",2014-04-30,"MAGUI","Oficial",0,2092.668
"R",2014-04-30,"BARBACOAS","Oficial",0,2109.352
"U",2014-04-30,"LEIVA","Comercial",0,2351.555
"R",2014-04-30,"EL ROSARIO","Residencial 2",2,2545.351
"U",2014-04-30,"EL ROSARIO","Oficial",0,2988.398
"U",2014-04-30,"EL ROSARIO","Comercial",0,3101.332
"U",2014-04-30,"ROBERTO PAYAN","Oficial",0,3392.885
"U",2014-04-30,"POLICARPA","Especial",0,4273.269
"R",2014-04-30,"EL ROSARIO","Especial",0,4334.915
"R",2014-04-30,"POLICARPA","Especial",0,4573.68
"R",2014-04-30,"ROBERTO PAYAN","Residencial 1",1,4763.372
"U",2014-04-30,"CUMBITARA","Residencial 2",2,4853.569
"U",2014-04-30,"LEIVA","Oficial",0,5042.278
"U",2014-04-30,"POLICARPA","Residencial 2",2,6092.759
"U",2014-04-30,"LEIVA","Especial",0,6594.531
"U",2014-04-30,"CUMBITARA","Residencial 1",1,6669.769
"U",2014-04-30,"LEIVA","Residencial 2",2,6915.234
"U",2014-04-30,"EL ROSARIO","Especial",0,9945.196
"U",2014-04-30,"BARBACOAS","Oficial",0,11849.166
"R",2014-04-30,"ROBERTO PAYAN","Residencial Sub",1,14648.037
"R",2014-04-30,"CUMBITARA","Residencial 1",1,16293.037
"U",2014-04-30,"EL ROSARIO","Residencial 2",2,23555.404
"U",2014-04-30,"BARBACOAS","Residencial 2",2,25602.105
"U",2014-04-30,"BARBACOAS","Comercial",0,26105.443
"U",2014-04-30,"ROBERTO PAYAN","Residencial 1",1,26297.642
"U",2014-04-30,"MAGUI","Residencial 1",1,32988.963
"R",2014-04-30,"MAGUI","Residencial Sub",1,36533.616
"U",2014-04-30,"MAGUI","Residencial Sub",1,38231.305
"U",2014-04-30,"ROBERTO PAYAN","Residencial Sub",1,39204.441
"U",2014-04-30,"EL ROSARIO","Residencial 1",1,51649.061
"R",2014-04-30,"LEIVA","Residencial 1",1,66293.521
"U",2014-04-30,"POLICARPA","Residencial 1",1,66497.964
"R",2014-04-30,"BARBACOAS","Residencial 1",1,80534.365
"U",2014-04-30,"LEIVA","Residencial 1",1,127817.21
"R",2014-04-30,"EL ROSARIO","Residencial 1",1,130044.26
"R",2014-04-30,"POLICARPA","Residencial 1",1,135390.31
"U",2014-04-30,"BARBACOAS","Residencial 1",1,172179.56
"R",2014-05-31,"POLICARPA","Residencial 1",1,36.743
"R",2014-05-31,"MAGUI","Oficial",0,94.753
"U",2014-05-31,"CUMBITARA","Residencial 3",3,95.602
"U",2014-05-31,"BARBACOAS","Residencial 3",3,173.332
"U",2014-05-31,"MAGUI","Comercial",0,174.536
"R",2014-05-31,"POLICARPA","Oficial",0,179.122
"U",2014-05-31,"CUMBITARA","Comercial",0,217.356
"U",2014-05-31,"POLICARPA","Residencial 3",3,329.155
"U",2014-05-31,"CUMBITARA","Oficial",0,390.556
"R",2014-05-31,"BARBACOAS","Especial",0,473.199
"R",2014-05-31,"BARBACOAS","Comercial",0,500.271
"R",2014-05-31,"CUMBITARA","Residencial 2",2,503.304
"R",2014-05-31,"CUMBITARA","Oficial",0,514.452
"U",2014-05-31,"MAGUI","Especial",0,549.888
"U",2014-05-31,"CUMBITARA","Especial",0,558.608
"R",2014-05-31,"CUMBITARA","Especial",0,594.191
"R",2014-05-31,"LEIVA","Comercial",0,597.353
"R",2014-05-31,"BARBACOAS","Residencial 2",2,681.446
"U",2014-05-31,"MAGUI","Oficial",0,701.805
"R",2014-05-31,"POLICARPA","Comercial",0,987.029
"R",2014-05-31,"LEIVA","Residencial 2",2,1005.174
"U",2014-05-31,"BARBACOAS","Industrial",0,1231.545
"R",2014-05-31,"CUMBITARA","Comercial",0,1365.44
"R",2014-05-31,"POLICARPA","Residencial 2",2,1559.054
"U",2014-05-31,"POLICARPA","Oficial",0,1881.544
"U",2014-05-31,"POLICARPA","Comercial",0,1968.807
"R",2014-05-31,"LEIVA","Especial",0,2170.23
"R",2014-05-31,"BARBACOAS","Oficial",0,2583.792
"U",2014-05-31,"LEIVA","Comercial",0,2795.048
"U",2014-05-31,"EL ROSARIO","Oficial",0,2835.423
"R",2014-05-31,"EL ROSARIO","Residencial 2",2,3372.206
"U",2014-05-31,"EL ROSARIO","Comercial",0,3588.65
"R",2014-05-31,"EL ROSARIO","Especial",0,3898.825
"U",2014-05-31,"ROBERTO PAYAN","Oficial",0,4116.115
"U",2014-05-31,"LEIVA","Oficial",0,4288.699
"U",2014-05-31,"POLICARPA","Especial",0,4473.331
"R",2014-05-31,"ROBERTO PAYAN","Residencial 1",1,4564.882
"R",2014-05-31,"POLICARPA","Especial",0,4888.107
"U",2014-05-31,"LEIVA","Especial",0,5362.796
"U",2014-05-31,"CUMBITARA","Residencial 2",2,5508.901
"U",2014-05-31,"POLICARPA","Residencial 2",2,6537.995
"U",2014-05-31,"LEIVA","Residencial 2",2,6691.848
"U",2014-05-31,"CUMBITARA","Residencial 1",1,7809.397
"U",2014-05-31,"EL ROSARIO","Especial",0,11047.846
"U",2014-05-31,"BARBACOAS","Oficial",0,12368.76
"R",2014-05-31,"ROBERTO PAYAN","Residencial Sub",1,13921.021
"U",2014-05-31,"MAGUI","Residencial 1",1,15752.175
"R",2014-05-31,"CUMBITARA","Residencial 1",1,17104.657
"U",2014-05-31,"EL ROSARIO","Residencial 2",2,19852.07
"U",2014-05-31,"BARBACOAS","Residencial 2",2,25877.052
"U",2014-05-31,"ROBERTO PAYAN","Residencial 1",1,27526.011
"U",2014-05-31,"BARBACOAS","Comercial",0,28725.75
"U",2014-05-31,"MAGUI","Residencial Sub",1,28887.854
"R",2014-05-31,"MAGUI","Residencial Sub",1,30425.28
"U",2014-05-31,"ROBERTO PAYAN","Residencial Sub",1,43637.009
"U",2014-05-31,"EL ROSARIO","Residencial 1",1,55471.752
"R",2014-05-31,"LEIVA","Residencial 1",1,65370.402
"U",2014-05-31,"POLICARPA","Residencial 1",1,74127.973
"R",2014-05-31,"BARBACOAS","Residencial 1",1,95567.919
"R",2014-05-31,"EL ROSARIO","Residencial 1",1,131796.76
"U",2014-05-31,"LEIVA","Residencial 1",1,133129.86
"R",2014-05-31,"POLICARPA","Residencial 1",1,141584.6
"U",2014-05-31,"BARBACOAS","Residencial 1",1,194609.67
"U",2014-06-30,"BARBACOAS","Especial",0,9.511
"U",2014-06-30,"CUMBITARA","Residencial 3",3,91.634
"R",2014-06-30,"LEIVA","Comercial",0,134.951
"R",2014-06-30,"POLICARPA","Oficial",0,178.017
"R",2014-06-30,"CUMBITARA","Residencial 1",1,185.236
"U",2014-06-30,"BARBACOAS","Residencial 3",3,193.155
"R",2014-06-30,"POLICARPA","Residencial 1",1,203.829
"U",2014-06-30,"MAGUI","Comercial",0,206.969
"U",2014-06-30,"CUMBITARA","Comercial",0,215.453
"R",2014-06-30,"BARBACOAS","Especial",0,260.666
"U",2014-06-30,"POLICARPA","Residencial 3",3,382.736
"U",2014-06-30,"CUMBITARA","Oficial",0,391.146
"R",2014-06-30,"CUMBITARA","Oficial",0,426.739
"R",2014-06-30,"BARBACOAS","Residencial 2",2,462.403
"U",2014-06-30,"CUMBITARA","Especial",0,495.275
"R",2014-06-30,"CUMBITARA","Residencial 2",2,499.819
"R",2014-06-30,"MAGUI","Oficial",0,626.105
"R",2014-06-30,"CUMBITARA","Especial",0,638.28
"R",2014-06-30,"BARBACOAS","Comercial",0,660.796
"R",2014-06-30,"CUMBITARA","Comercial",0,821.516
"U",2014-06-30,"MAGUI","Especial",0,864.353
"R",2014-06-30,"POLICARPA","Comercial",0,1108.152
"U",2014-06-30,"MAGUI","Oficial",0,1139.913
"R",2014-06-30,"LEIVA","Residencial 2",2,1174.435
"U",2014-06-30,"BARBACOAS","Industrial",0,1230.656
"R",2014-06-30,"LEIVA","Especial",0,1313.031
"R",2014-06-30,"POLICARPA","Residencial 2",2,1327.709
"R",2014-06-30,"LEIVA","Residencial 1",1,1647.854
"U",2014-06-30,"POLICARPA","Oficial",0,1974.5
"U",2014-06-30,"POLICARPA","Comercial",0,2069.442
"R",2014-06-30,"BARBACOAS","Oficial",0,2192.842
